id,Country,Province,District,Posto,Localidade,Urbanization Status,Cluster Area (from IEP),Cluster Area in km2,Population (from IEP),Population 2025,Population density,Population within 20 km,Buildings (from IEP),Buildings,Distance from MV power lines,Distance from nearest mini-grid,Nightlight (from IEP),Night lights intensity,Electrification status nightlights,Electrification status (IEP study),Least-cost electrification mode (IEP results),Relative Wealth Index,Percentage of food-insecure people,Livelihoods,Conflict fatalities nearby,Cyclone hazard (1 in 100 years wind speed),Elevation,Mean temperature,Mean diurnal temperature range,Cooling Degree Days Cold Room at 4C,Hot days (>30C) in a year,Relative humidity,Precipitation,Aridity Index,Climate class,Solar PV Output (kWh/year per installed kW),Cropland area ha,Cropland percentage of Influence area,Permanent water area (ha) within 10 km,Distance from coastlines,Travel time airports,Travel time ports,Travel time cities,Travel time capital,Travel time railway stations,Export Market Accessibility,National Market Accessibility,Fresh Markets Accessibility,Farming Activity,Ag Cooling Demand Export Market,Ag Cooling Demand National Market,Ag Cooling Demand Fresh Markets,Ag Cooling Demand ALL Markets,Banana production,Cassava production,Citrus production,Cashew Nut production,Cotton production,Maize production,Other Roots & Tubers production,Plantain production,Potato production,Rice production,Sorghum production,Sugarcane production,Sweet Potato production,Temperate Fruit production,Tobacco production,Tropical Fruit production,Vegetables production,Tomato production,Fishing Activity (marine + inland),Fishing type,Fish Cooling Demand Export Market,Fish Cooling Demand National Market,Fish Cooling Demand Fresh Markets,Fish Cooling Demand ALL Markets,Fresh Markets Accessibility - class,National Market Accessibility - class,Export Market Accessibility - class,Ag Cooling Demand ALL Markets - class,Fish Cooling Demand ALL Markets - class,Cooling_potential,Ground_Survey,Staple_Crop Production (t/y),Perishable_Crop Production (t/y),Cash Crop Production (t/y),PUE_potential
1072591,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Naunde,Low Density Rural,0.238,0.231,224.37,224,968,15842,264,264,50.767,154.752,0.0,0.2,likely electrified,99,10,-0.4,0.55,North-Central Coastal Fishing,129,98,55.0,25.1,1.0,7702,180.0,74.0,930.0,0.55,"Aw   Tropical, savannah",2096,253.209,4.116,7.9,4.0,2.9,14.7,6.2,34.4,6.3,0.151,0.151,0.186,0.041,0.159,0.172,0.201,0.168,0.0,6175.3,14.4,134.6,45.3,491.6,4.4,0.0,0.0,0.1,121.5,0.0,42.2,29.9,10.1,26.4,15.0,38.2,0.6,marine,0.37,0.399,0.396,0.394,Low,Low,Low,Low,High,High,No,6835.1,6293.2,126.69999999999999,High
1072602,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Mucojo-Sede,Low Density Rural,0.347,0.338,330.51,330,977,12613,240,240,52.839,157.037,0.0,0.2,likely electrified,99,10,-0.4,0.55,North-Central Coastal Fishing,127,98,9.0,25.6,1.0,7884,1.0,80.0,1142.0,0.5,"Aw   Tropical, savannah",2112,29.478,1.99,15.9,1.0,2.9,14.8,6.2,34.5,6.4,0.148,0.149,0.176,0.017,0.156,0.169,0.195,0.164,0.0,6175.3,14.4,134.6,45.3,491.6,4.4,0.0,0.0,0.1,121.5,0.0,42.2,29.9,10.1,26.4,15.0,38.2,0.9,marine,0.548,0.567,0.551,0.564,Low,Low,Low,Low,High,High,No,6835.1,6293.2,126.69999999999999,High
1072606,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Mucojo-Sede,Rural Clusters,0.492,0.479,535.02,535,1117,19090,790,790,49.153,153.316,0.0,0.2,likely electrified,1,1,-0.2,0.55,North-Central Coastal Fishing,148,98,35.0,25.4,1.0,7811,180.0,74.0,930.0,0.55,"Aw   Tropical, savannah",2102,298.204,22.231,15.5,4.8,2.8,14.8,6.1,34.5,6.3,0.151,0.154,0.198,0.187,0.243,0.256,0.281,0.254,0.0,6175.3,14.4,134.6,45.3,491.6,4.4,0.0,0.0,0.1,121.5,0.0,42.2,29.9,10.1,26.4,15.0,38.2,0.52,marine,0.333,0.364,0.369,0.361,Low,Low,Low,Medium,Medium,Medium,No,6835.1,6293.2,126.69999999999999,Medium
1072643,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Mucojo-Sede,Low Density Rural,0.228,0.222,468.52,498,2247,4072,505,505,51.585,155.784,0.0,0.2,likely electrified,1,1,-0.1,0.55,North-Central Coastal Fishing,185,98,0.0,25.6,0.0,7884,1.0,80.0,1139.0,0.0,"Aw   Tropical, savannah",2114,0.0,0.0,16.2,0.1,2.9,14.8,6.2,34.6,6.4,0.147,0.146,0.149,0.0,0.146,0.159,0.174,0.15,0.1,18194.9,33.5,134.6,45.3,1214.5,12.4,0.0,0.0,0.1,376.0,0.0,96.1,57.6,10.1,78.6,25.7,67.4,0.99,marine,0.598,0.613,0.583,0.607,Low,Low,Low,Low,Very High,Very High,No,19894.1,18465.4,217.29999999999998,Very High
1072646,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Mucojo-Sede,Rural Clusters,1.64,1.594,4266.61,4267,2676,13627,2200,2200,48.998,153.212,0.0,0.2,likely electrified,1,1,0.3,0.55,North-Central Coastal Fishing,207,98,26.0,25.4,1.0,7811,94.0,76.0,937.0,0.53,"Aw   Tropical, savannah",2109,138.505,11.835,16.2,2.8,2.8,14.7,6.1,34.5,6.3,0.152,0.152,0.18,0.099,0.197,0.209,0.231,0.205,0.0,6175.3,14.4,134.6,45.3,491.6,4.4,0.0,0.0,0.1,121.5,0.0,42.2,29.9,10.1,26.4,15.0,38.2,0.72,marine,0.445,0.469,0.459,0.465,Low,Low,Low,Low,High,High,No,6835.1,6293.2,126.69999999999999,High
1072666,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Mucojo-Sede,Low Density Rural,0.369,0.359,487.94,488,1360,5459,619,619,50.058,154.232,0.0,0.2,likely electrified,1,1,-0.3,0.55,North-Central Coastal Fishing,205,98,6.0,25.6,1.0,7884,0.0,80.0,1136.0,0.5,"Aw   Tropical, savannah",2112,3.376,0.208,15.7,0.4,2.9,14.8,6.2,34.6,6.4,0.147,0.146,0.154,0.002,0.147,0.16,0.177,0.152,0.1,18194.9,33.5,134.6,45.3,1214.5,12.4,0.0,0.0,0.1,376.0,0.0,96.1,57.6,10.1,78.6,25.7,67.4,0.96,marine,0.581,0.597,0.57,0.592,Low,Low,Low,Low,High,High,No,19894.1,18465.4,217.29999999999998,High
1072670,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Manica,Low Density Rural,0.363,0.353,343.1,343,972,14092,226,226,47.61,151.806,0.0,0.2,likely electrified,1,1,-0.6,0.55,North-Central Coastal Fishing,207,98,27.0,25.4,1.0,7811,7.0,79.0,943.0,0.54,"Aw   Tropical, savannah",2102,216.112,14.686,15.6,2.9,2.9,14.8,6.2,34.5,6.4,0.148,0.15,0.181,0.124,0.208,0.221,0.243,0.217,0.1,18194.9,33.5,134.6,45.3,1214.5,12.4,0.0,0.0,0.1,376.0,0.0,96.1,57.6,10.1,78.6,25.7,67.4,0.71,marine,0.437,0.463,0.455,0.459,Low,Low,Low,Low,High,High,No,19894.1,18465.4,217.29999999999998,High
1072677,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Manica,Low Density Rural,0.515,0.501,497.09,497,992,15210,354,354,43.545,147.59,0.0,0.2,likely electrified,99,10,-0.4,0.55,North-Central Coastal Fishing,244,98,36.0,25.4,1.0,7811,7.0,79.0,943.0,0.56,"Aw   Tropical, savannah",2092,428.186,12.148,12.0,6.3,3.0,14.9,6.3,34.6,6.5,0.144,0.147,0.184,0.111,0.199,0.212,0.238,0.209,0.1,12019.6,19.1,0.0,0.0,722.9,8.0,0.0,0.0,0.0,254.5,0.0,53.9,27.7,0.0,52.2,10.7,29.2,0.37,marine,0.245,0.281,0.287,0.275,Low,Low,Low,Low,Medium,Medium,No,13059.0,12172.2,90.60000000000001,Medium
1072680,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Pangane,Low Density Rural,0.296,0.288,291.5,292,1015,16005,119,119,41.479,145.367,0.0,0.4,likely electrified,99,10,-0.1,0.55,North-Central Coastal Fishing,217,98,43.0,25.3,1.0,7774,7.0,79.0,943.0,0.57,"Aw   Tropical, savannah",2095,180.886,2.6,11.8,6.3,3.0,15.0,6.4,34.7,6.6,0.141,0.144,0.185,0.027,0.15,0.165,0.198,0.162,0.1,18785.8,30.1,28.9,9.8,1136.7,12.2,0.0,0.0,0.0,396.3,0.0,83.3,46.6,2.1,76.6,17.4,46.5,0.37,marine,0.241,0.278,0.286,0.272,Low,Low,Low,Low,Medium,Medium,No,20414.399999999998,19022.0,152.5,Medium
1072692,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Pangane,Low Density Rural,0.328,0.319,339.83,340,1065,14192,190,190,39.787,143.244,0.0,0.2,likely electrified,99,10,-0.6,0.55,North-Central Coastal Fishing,129,98,36.0,25.4,1.0,7811,7.0,79.0,943.0,0.57,"Aw   Tropical, savannah",2090,98.056,3.687,4.3,5.2,2.9,15.1,6.4,34.8,6.7,0.139,0.142,0.179,0.033,0.155,0.169,0.2,0.166,0.1,18785.8,30.1,28.9,9.8,1136.7,12.2,0.0,0.0,0.0,396.3,0.0,83.3,46.6,2.1,76.6,17.4,46.5,0.48,marine,0.303,0.337,0.339,0.332,Low,Low,Low,Low,Medium,Medium,No,20414.399999999998,19022.0,152.5,Medium
1072701,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Pangane,Low Density Rural,0.436,0.424,412.11,417,983,14313,202,202,38.462,141.588,0.0,0.2,likely electrified,99,10,-0.5,0.55,North-Central Coastal Fishing,130,98,49.0,25.3,1.0,7774,7.0,79.0,943.0,0.58,"Aw   Tropical, savannah",2084,214.505,2.537,5.3,5.3,2.9,15.1,6.5,34.9,6.7,0.139,0.141,0.179,0.027,0.149,0.163,0.195,0.16,0.0,6766.2,11.0,28.9,9.8,413.8,4.2,0.0,0.0,0.0,141.8,0.0,29.4,18.9,2.1,24.4,6.7,17.3,0.47,marine,0.296,0.329,0.332,0.324,Low,Low,Low,Low,Medium,Medium,No,7355.4,6849.799999999999,61.900000000000006,Medium
1072705,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Pangane,Low Density Rural,0.322,0.313,339.28,339,1081,7059,366,366,42.918,145.38,0.0,0.2,likely electrified,99,3,-0.4,0.55,North-Central Coastal Fishing,121,96,0.0,25.6,1.0,7884,7.0,79.0,943.0,0.0,"Aw   Tropical, savannah",2104,2.421,0.055,5.6,0.3,3.0,15.3,6.7,35.0,6.9,0.132,0.133,0.154,0.001,0.138,0.153,0.177,0.146,0.1,18785.8,30.1,28.9,9.8,1136.7,12.2,0.0,0.0,0.0,396.3,0.0,83.3,46.6,2.1,76.6,17.4,46.5,0.97,marine,0.578,0.596,0.575,0.592,Low,Low,Low,Low,High,High,No,20414.399999999998,19022.0,152.5,High
1072719,Mozambique,CABO DELGADO,MACOMIA,QUITERAJO,Ilala/Imala,Low Density Rural,0.306,0.298,198.11,204,684,2140,370,370,44.061,144.467,0.0,0.2,likely electrified,99,3,-0.2,0.55,North-Central Coastal Fishing,68,93,7.0,25.6,1.0,7884,0.0,80.0,1136.0,0.55,"Aw   Tropical, savannah",2119,4.652,0.269,6.6,0.1,3.0,15.5,6.9,35.3,7.1,0.126,0.126,0.136,0.002,0.136,0.149,0.169,0.142,0.0,6766.2,11.0,28.9,9.8,413.8,4.2,0.0,0.0,0.0,141.8,0.0,29.4,18.9,2.1,24.4,6.7,17.3,0.99,marine,0.586,0.602,0.576,0.597,Low,Low,Low,Low,Very High,Very High,No,7355.4,6849.799999999999,61.900000000000006,Very High
1072725,Mozambique,CABO DELGADO,MACOMIA,QUITERAJO,Ilala/Imala,Low Density Rural,0.458,0.446,482.84,483,1083,3097,542,542,42.055,142.371,0.0,0.2,likely electrified,99,8,-0.4,0.55,North-Central Coastal Fishing,82,93,6.0,25.6,1.0,7884,4.0,79.0,1040.0,0.53,"Aw   Tropical, savannah",2121,14.334,0.552,11.9,1.2,2.8,15.4,6.8,35.1,7.0,0.132,0.13,0.14,0.005,0.141,0.153,0.172,0.146,0.0,6766.2,11.0,28.9,9.8,413.8,4.2,0.0,0.0,0.0,141.8,0.0,29.4,18.9,2.1,24.4,6.7,17.3,0.88,marine,0.528,0.546,0.523,0.541,Low,Low,Low,Low,High,High,No,7355.4,6849.799999999999,61.900000000000006,High
1072763,Mozambique,CABO DELGADO,MACOMIA,QUITERAJO,Quiterajo-Sede,Low Density Rural,0.341,0.332,392.14,392,1181,4797,518,518,36.577,137.16,0.0,0.2,likely electrified,99,8,-0.4,0.55,North-Central Coastal Fishing,168,93,12.0,25.6,1.0,7884,4.0,80.0,974.0,0.54,"Aw   Tropical, savannah",2104,47.925,1.643,12.3,1.5,2.6,15.5,6.9,35.2,7.1,0.132,0.13,0.145,0.015,0.146,0.158,0.179,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,marine,0.511,0.53,0.511,0.526,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1072847,Mozambique,CABO DELGADO,MACOMIA,QUITERAJO,Quiterajo-Sede,Rural Clusters,0.899,0.875,1074.42,1074,1227,5445,1104,1104,32.223,133.703,0.0,0.2,likely electrified,99,8,-0.5,0.55,North-Central Coastal Fishing,146,93,7.0,25.6,1.0,7884,1.0,81.0,1005.0,0.54,"Aw   Tropical, savannah",2104,193.606,3.185,209.8,0.7,2.6,15.7,7.1,35.5,7.3,0.126,0.124,0.145,0.032,0.152,0.164,0.187,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,marine,0.552,0.569,0.551,0.566,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1072862,Mozambique,CABO DELGADO,MOCIMBOA DA PRAIA,MBAU,Marere,Low Density Rural,0.302,0.294,100.7,101,343,1754,471,471,27.94,127.125,0.0,0.2,likely electrified,99,3,-0.4,0.45,North-Central Coastal Fishing,103,88,6.0,25.7,1.0,7920,1.0,81.0,1005.0,0.52,"Aw   Tropical, savannah",2107,68.686,0.884,154.8,0.2,3.4,17.0,8.3,36.8,8.6,0.082,0.089,0.122,0.009,0.118,0.136,0.168,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,marine,0.558,0.58,0.566,0.577,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1072866,Mozambique,CABO DELGADO,MOCIMBOA DA PRAIA,MBAU,Marere,Very Low Density Rural,0.075,0.073,23.36,23,315,133,103,103,29.854,125.854,0.0,0.2,likely electrified,99,3,0.0,0.45,North-Central Coastal Fishing,4,88,2.0,25.7,1.0,7920,4.0,80.0,1100.0,0.51,"Aw   Tropical, savannah",2111,77.148,1.467,28.2,0.1,2.7,16.8,7.6,36.6,8.4,0.096,0.102,0.123,0.014,0.128,0.145,0.171,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,marine,0.571,0.592,0.572,0.587,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1072887,Mozambique,CABO DELGADO,MOCIMBOA DA PRAIA,MOCIMBOA DA PRAIA,Nanquidunga,Low Density Rural,0.167,0.163,68.48,68,416,101,127,127,35.004,126.065,0.0,0.2,likely electrified,99,3,0.0,0.45,North-Central Coastal Fishing,9,88,11.0,25.7,1.0,7920,4.0,80.0,1100.0,0.55,"Aw   Tropical, savannah",2125,234.585,4.464,174.2,0.1,2.5,17.1,7.5,36.8,8.7,0.092,0.1,0.124,0.043,0.142,0.159,0.185,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,marine,0.569,0.591,0.572,0.587,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1072903,Mozambique,CABO DELGADO,MOCIMBOA DA PRAIA,MOCIMBOA DA PRAIA,Nanquidunga,Low Density Rural,0.492,0.48,154.67,155,322,153,359,359,39.823,127.541,0.0,0.2,likely electrified,99,3,-0.4,0.45,North-Central Coastal Fishing,23,88,8.0,25.8,1.0,7957,4.0,80.0,1100.0,0.53,"Aw   Tropical, savannah",2114,13.167,0.391,161.7,0.1,2.6,17.3,7.6,37.1,8.9,0.085,0.096,0.123,0.004,0.12,0.139,0.168,0.132,0.0,317.5,22.1,520.8,203.0,81.0,0.3,0.0,0.0,0.2,37.8,0.0,13.0,79.8,36.9,15.7,21.1,40.6,0.99,marine,0.568,0.591,0.574,0.587,Low,Low,Low,Low,High,High,No,449.8,447.40000000000003,356.5,High
1072957,Mozambique,CABO DELGADO,PALMA,OLUMBI,Quelimane,Low Density Rural,0.398,0.389,143.25,143,367,934,316,316,56.498,122.659,0.0,0.2,likely electrified,99,3,-0.8,0.45,North-Central Coastal Fishing,23,82,24.0,25.6,1.0,7884,60.0,77.0,1011.0,0.6,"Aw   Tropical, savannah",2072,460.111,2.533,2.4,6.7,1.8,16.9,7.2,36.7,8.6,0.104,0.109,0.13,0.036,0.142,0.158,0.182,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,marine,0.205,0.245,0.245,0.235,Low,Low,Low,Low,Low,Low,No,0.0,0.0,0.0,Low
1073011,Mozambique,CABO DELGADO,PALMA,OLUMBI,Quissangue,Low Density Rural,0.364,0.356,145.25,145,407,426,228,228,71.272,129.68,0.0,0.3,likely electrified,99,3,-0.6,0.45,North-Central Coastal Fishing,144,77,24.0,25.8,1.0,7957,153.0,75.0,1034.0,0.62,"Aw   Tropical, savannah",2065,569.653,3.263,22.1,5.3,0.8,17.3,7.6,37.1,8.9,0.109,0.105,0.124,0.045,0.154,0.165,0.187,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,marine,0.29,0.321,0.315,0.314,Low,Low,Low,Low,Medium,Medium,No,0.0,0.0,0.0,Medium
1073031,Mozambique,CABO DELGADO,PALMA,OLUMBI,Olumbe-Sede,Rural Clusters,1.071,1.049,1962.9,1963,1871,1882,2036,2036,77.189,133.383,0.0,0.3,likely electrified,1,1,-0.3,0.45,North-Central Coastal Fishing,197,77,10.0,25.9,1.0,7993,153.0,75.0,1034.0,0.59,"Aw   Tropical, savannah",2064,125.706,1.299,22.1,0.4,0.9,17.5,7.8,37.3,9.1,0.102,0.1,0.127,0.015,0.137,0.149,0.177,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,marine,0.563,0.58,0.563,0.577,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1073047,Mozambique,CABO DELGADO,PALMA,OLUMBI,Mute,Low Density Rural,0.409,0.401,95.9,96,239,5477,119,119,78.538,128.554,0.0,0.2,likely electrified,99,3,-0.1,0.45,North-Central Coastal Fishing,221,77,58.0,25.5,1.0,7848,153.0,75.0,1034.0,0.67,"Aw   Tropical, savannah",2026,30.279,0.434,0.0,9.3,0.7,17.3,7.7,37.2,9.0,0.109,0.105,0.139,0.004,0.126,0.137,0.169,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,marine,0.06,0.103,0.118,0.094,Low,Low,Low,Low,Low,Low,No,0.0,0.0,0.0,Low
1073064,Mozambique,CABO DELGADO,PALMA,PALMA,Mute,Low Density Rural,1.422,1.394,674.63,684,490,65414,433,433,90.278,133.994,1.379,0.5,electrified,1,1,-0.3,0.45,North-Central Coastal Fishing,287,72,58.0,25.5,1.0,7848,141.0,77.0,1221.0,0.66,"Aw   Tropical, savannah",2028,50.693,0.509,28.4,3.8,0.2,17.5,7.8,37.4,9.2,0.111,0.121,0.328,0.006,0.128,0.147,0.259,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,marine,0.368,0.402,0.485,0.425,High,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1073094,Mozambique,CABO DELGADO,PALMA,PALMA,Palma-Sede,Urban Centre,11.739,11.511,54538.82,54580,4741,64318,13722,13722,95.889,140.119,2.782,1.0,electrified,1,1,0.1,0.45,North-Central Coastal Fishing,284,72,40.0,25.7,1.0,7920,141.0,77.0,1221.0,0.65,"Aw   Tropical, savannah",2046,259.905,1.575,33.2,2.0,0.1,17.7,8.0,37.5,9.3,0.108,0.117,0.322,0.021,0.139,0.157,0.267,0.179,0.0,492.6,26.7,1120.1,206.2,97.2,0.6,0.0,0.0,0.2,45.0,0.0,23.2,87.0,44.1,24.5,25.2,63.7,0.8,marine,0.472,0.499,0.576,0.524,Medium,Low,Low,Low,High,High,No,658.8000000000001,653.1000000000001,387.0,High
1073110,Mozambique,CABO DELGADO,PALMA,PALMA,Palma-Sede,Suburban or Peri Urban,0.42,0.412,1549.84,1550,3760,34527,298,298,97.87,141.861,2.56,2.2,electrified,1,1,0.2,0.45,North-Central Coastal Fishing,234,72,33.0,25.8,1.0,7957,141.0,77.0,1221.0,0.64,"Aw   Tropical, savannah",2045,20.694,3.593,29.0,1.3,0.0,17.7,8.0,37.5,9.4,0.109,0.109,0.228,0.029,0.145,0.159,0.229,0.169,0.0,492.6,26.7,1120.1,206.2,97.2,0.6,0.0,0.0,0.2,45.0,0.0,23.2,87.0,44.1,24.5,25.2,63.7,0.87,marine,0.514,0.534,0.566,0.547,Medium,Low,Low,Low,High,High,No,658.8000000000001,653.1000000000001,387.0,High
1073266,Mozambique,NAMPULA,MOSSURIL,LUNGA,Lunga-Sede,Very Low Density Rural,0.075,0.071,32.34,32,449,2,173,173,34.402,102.161,0.0,0.2,likely electrified,99,3,-0.1,0.0,North-Central Coastal Fishing,0,159,0.0,25.6,1.0,7884,0.0,80.0,891.0,0.43,"Aw   Tropical, savannah",2104,0.0,0.0,443.9,0.7,3.2,11.8,3.5,31.6,2.6,0.26,0.236,0.162,0.0,0.206,0.206,0.18,0.189,363.4,12905.2,118.5,3141.7,216.7,1666.5,12.1,0.0,0.0,7.2,110.1,0.0,131.8,244.9,104.1,137.5,87.1,208.4,0.93,marine,0.627,0.629,0.559,0.615,Low,Low,Low,Low,Very High,Very High,No,15196.3,13882.000000000002,790.3000000000001,Very High
1073292,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,LUMBO,Nao Aplicavel,Low Density Rural,0.464,0.44,156.79,160,363,55619,176,176,50.909,76.809,0.0,0.2,likely electrified,99,3,-0.4,0.0,North-Central Coastal Fishing,0,155,7.0,25.4,1.0,7811,1.0,80.0,935.0,0.45,"Aw   Tropical, savannah",2074,14.899,1.319,242.3,0.8,1.9,10.5,2.2,30.2,1.3,0.347,0.321,0.351,0.011,0.254,0.251,0.27,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,marine,0.665,0.664,0.644,0.668,High,Medium,Medium,Medium,Very High,Very High,No,0.0,0.0,0.0,Very High
1073301,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,C. ILHA DE MOÇAMBIQUE,Nao Aplicavel,Low Density Rural,0.092,0.087,82.67,83,951,24886,172,172,49.464,78.017,0.0,0.2,likely electrified,99,3,-0.2,0.0,North-Central Coastal Fishing,0,155,7.0,25.4,1.0,7811,1.0,80.0,935.0,0.44,"Aw   Tropical, savannah",2102,0.0,0.0,276.6,0.6,1.5,10.1,1.8,29.9,0.9,0.376,0.326,0.258,0.0,0.263,0.248,0.221,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,marine,0.693,0.677,0.608,0.67,Medium,Medium,Medium,Low,Very High,Very High,No,0.0,0.0,0.0,Very High
1073304,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,C. ILHA DE MOÇAMBIQUE,Nao Aplicavel,Low Density Rural,0.068,0.064,46.4,46,714,39006,116,116,49.16,77.165,0.0,0.2,likely electrified,99,3,-0.3,0.0,North-Central Coastal Fishing,0,155,6.0,25.4,1.0,7811,1.0,80.0,935.0,0.44,"Aw   Tropical, savannah",2097,0.648,0.255,279.5,0.7,1.5,10.1,1.8,29.8,0.9,0.376,0.334,0.302,0.002,0.264,0.253,0.243,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,marine,0.687,0.676,0.625,0.673,Medium,Medium,Medium,Medium,Very High,Very High,No,0.0,0.0,0.0,Very High
1073305,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,C. ILHA DE MOÇAMBIQUE,Nao Aplicavel,Low Density Rural,0.66,0.626,442.13,442,706,24778,934,934,48.951,77.892,0.0,0.2,likely electrified,99,10,-0.2,0.0,North-Central Coastal Fishing,0,155,5.0,25.4,1.0,7811,1.0,80.0,935.0,0.45,"Aw   Tropical, savannah",2107,9.3,1.918,266.3,1.2,1.5,10.1,1.8,29.9,1.0,0.373,0.325,0.257,0.016,0.271,0.256,0.228,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,marine,0.658,0.645,0.577,0.637,Medium,Medium,Medium,Medium,Very High,Very High,No,0.0,0.0,0.0,Very High
1073307,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,LUMBO,Nao Aplicavel,Low Density Rural,0.142,0.134,90.3,90,669,45580,165,165,48.947,76.606,0.0,0.2,likely electrified,99,3,-0.3,0.0,North-Central Coastal Fishing,0,155,6.0,25.4,1.0,7811,1.0,80.0,935.0,0.43,"Aw   Tropical, savannah",2095,0.0,0.0,288.6,0.7,1.5,10.1,1.8,29.8,0.9,0.376,0.336,0.323,0.0,0.263,0.253,0.252,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,marine,0.687,0.677,0.635,0.677,Medium,Medium,Medium,Medium,Very High,Very High,No,0.0,0.0,0.0,Very High
1073317,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,LUMBO,Nao Aplicavel,Low Density Rural,1.01,0.957,339.6,345,360,69782,437,437,48.875,74.965,0.0,0.2,likely electrified,99,3,-0.3,0.0,North-Central Coastal Fishing,0,155,7.0,25.4,1.0,7811,1.0,80.0,935.0,0.45,"Aw   Tropical, savannah",2076,71.591,11.89,332.1,2.2,1.7,10.3,2.0,30.0,1.1,0.361,0.339,0.398,0.097,0.307,0.305,0.332,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,marine,0.595,0.599,0.598,0.607,High,Medium,Medium,High,Very High,Very High,No,0.0,0.0,0.0,Very High
