id,Country,Region,District,Postos,Postos_INE,Urbanization Status,Cluster Area (from IEP),Cluster Area in km2,Population (from IEP),Population 2025,Population density,Population within 20 km,Buildings (from IEP),Buildings,Distance from MV power lines,Distance from nearest mini-grid,Nightlight (from IEP),Night lights intensity,Electrification status nightlights,Electrification status (IEP study),Least-cost electrification mode (IEP results),Least-cost elec. New Capacity (kW),Least-cost elec. Generating Cost ($/kWh),Relative Wealth Index,Percentage of food-insecure people,Livelihoods,Conflict fatalities nearby,Cyclone hazard (1 in 100 years wind speed),Elevation,Mean temperature,Mean diurnal temperature range,Cooling Degree Days Cold Room at 4C,Hot days (>30C) in a year,Relative humidity,Precipitation,Aridity Index,Climate class,Solar PV Output (kWh/year per installed kW),Cropland area ha,Cropland percentage of Influence area,Permanent water area (ha) within 10 km,Distance from coastlines,Travel time airports,Travel time ports,Travel time cities,Travel time capital,Travel time railway stations,Export Market Accessibility,National Market Accessibility,Fresh Markets Accessibility,Farming Activity,Ag Cooling Demand Export Market,Ag Cooling Demand National Market,Ag Cooling Demand Fresh Markets,Ag Cooling Demand ALL Markets,Banana production,Cassava production,Citrus production,Cashew Nut production,Cotton production,Maize production,Other Roots & Tubers production,Plantain production,Potato production,Rice production,Sorghum production,Sugarcane production,Sweet Potato production,Temperate Fruit production,Tobacco production,Tropical Fruit production,Vegetables production,Tomato production,Fishing Activity (marine + inland),Fishing type,Fish Cooling Demand Export Market,Fish Cooling Demand National Market,Fish Cooling Demand Fresh Markets,Fish Cooling Demand ALL Markets,Fresh Markets Accessibility - class,National Market Accessibility - class,Export Market Accessibility - class,Ag Cooling Demand ALL Markets - class,Fish Cooling Demand ALL Markets - class,Cooling_potential,Ground_Survey,Staple_Crop Production (t/y),Perishable_Crop Production (t/y),Cash Crop Production (t/y),PUE_potential
1062695,Mozambique,NAMPULA,MEMBA,CHIPENE,Chipene,Low Density Rural,0.45,0.431,361.793,362,840,28749,359,359,50.697,9.598,0,0.2,likely electrified,99,3,3.942,0.984,-0.4,,"Northeastern Cassava, Cashew, and Coconut",8,127,198,24.1,1.1,7337,161,76,1185,0.5,"Aw   Tropical, savannah",2001,62.729,1.933,0,23.1,2.1,11.7,2.7,31.5,2.5,0.288,0.271,0.261,0.018,0.197,0.201,0.206,0.193,17.7,209.4,20,283.9,63.5,45.3,0.4,0,0,7.5,10.1,0,23.7,54.1,44.1,8,16.3,45.8,,none,,,,,Medium,Low,Low,Low,None,Low,No,314.1,329.6,186,None
1062762,Mozambique,NAMPULA,MEMBA,CHIPENE,Lurio,Low Density Rural,0.227,0.218,227.776,228,1046,22822,149,149,40.607,10.552,0,0.2,likely electrified,99,3,2.473,0.981,-0.5,,"Northeastern Cassava, Cashew, and Coconut",0,127,150,24.5,1.1,7482,161,76,1185,0.5,"Aw   Tropical, savannah",2005,11.154,0.644,0,20.8,2,12.3,3.3,32,3.1,0.266,0.249,0.237,0.006,0.188,0.192,0.197,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Low,Low,Low,None,Low,No,0,0,0,None
1062766,Mozambique,NAMPULA,MEMBA,CHIPENE,Lurio,Low Density Rural,0.187,0.179,191.353,191,1066,20168,190,190,39.15,8.538,0,0.2,likely electrified,99,3,2.071,0.978,-0.3,,"Northeastern Cassava, Cashew, and Coconut",0,127,134,24.5,1.1,7482,161,76,1185,0.5,"Aw   Tropical, savannah",2011,37.52,2.634,0,18.7,1.9,12.2,3.2,31.9,3,0.272,0.252,0.229,0.022,0.2,0.201,0.2,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Low,Low,Low,None,Low,No,0,0,0,None
1062768,Mozambique,NAMPULA,MEMBA,CHIPENE,Lurio,Low Density Rural,0.325,0.311,304.215,304,976,25408,361,361,41.538,12.61,0,0.2,likely electrified,99,3,3.314,0.984,-0.6,,"Northeastern Cassava, Cashew, and Coconut",0,127,162,24.5,1.1,7482,161,76,1185,0.5,"Aw   Tropical, savannah",1999,77.887,0.562,0,23.2,2,12.4,3.3,32.1,3.1,0.264,0.248,0.245,0.007,0.188,0.192,0.201,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Low,Low,Low,None,Low,No,0,0,0,None
1062822,Mozambique,CABO DELGADO,CHIURE,MAZEZE,Mazeze,Low Density Rural,0.179,0.172,157.518,158,919,53482,136,136,18.857,29.214,0,0.2,likely electrified,99,3,1.736,0.974,-0.5,0.3,North-Central Coastal Fishing,0,123,59,25.1,1.1,7702,149,76,1137,0.5,"Aw   Tropical, savannah",2016,93.117,3.791,0,21.6,1.1,12.3,3.8,32,3.6,0.277,0.258,0.329,0.033,0.221,0.223,0.264,0.23,0,1595.1,25.1,744.3,122.9,1192.9,2.1,0,0,95.1,56.6,0,27,63.2,40.6,23.1,21.2,66.4,,none,,,,,High,Low,Low,Low,None,Low,No,2968.8,1731.7,271,None
1062826,Mozambique,CABO DELGADO,MECUFI,MECUFI,Mecufi-Sede,Low Density Rural,0.134,0.129,146.6,147,1141,54465,268,268,18.707,30.897,0,0.2,likely electrified,99,3,1.614,0.973,-0.5,0.2,North-Central Coastal Fishing,0,123,58,25.1,1.1,7702,149,76,1137,0.5,"Aw   Tropical, savannah",2018,128.382,0.948,0,22.3,1.1,12.3,3.9,32,3.6,0.277,0.257,0.331,0.012,0.21,0.212,0.255,0.219,0,1595.1,25.1,744.3,122.9,1192.9,2.1,0,0,95.1,56.6,0,27,63.2,40.6,23.1,21.2,66.4,,none,,,,,High,Low,Low,Low,None,Low,No,2968.8,1731.7,271,None
1063007,Mozambique,CABO DELGADO,QUISSANGA,QUISSANGA,Mahate,Low Density Rural,0.453,0.438,261.692,262,597,35740,260,260,61.827,141.288,0,0.2,likely electrified,99,3,2.92,0.986,,0.65,North-Central Coastal Fishing,39,103,100,24.9,1.1,7628,80,80,1313,0.56,"Aw   Tropical, savannah",1994,433.614,1.664,0,16.3,2.3,13.8,5.2,33.6,5.4,0.19,0.189,0.259,0.028,0.168,0.181,0.225,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Low,Low,Low,None,Low,No,0,0,0,None
1063009,Mozambique,CABO DELGADO,MACOMIA,MUCOJO,Mucojo,Low Density Rural,0.133,0.129,97.8,98,759,15544,134,134,36.159,138.501,0,0.2,likely electrified,99,3,1.091,0.986,,0.55,North-Central Coastal Fishing,16,98,57,25.3,1.1,7774,180,74,930,0.58,"Aw   Tropical, savannah",1993,266.112,0.879,0,22.2,2.3,14.2,5.6,34,5.8,0.177,0.171,0.191,0.016,0.164,0.173,0.195,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1063651,Mozambique,NAMPULA,MOSSURIL,LUNGA,Lunga,Low Density Rural,0.278,0.263,69.197,69,262,10388,102,102,16.337,105.28,0,0.2,likely electrified,99,3,0.747,0.975,-0.5,,North-Central Coastal Fishing,0,156,104,24.8,1.1,7592,22,79,959,0.51,"Aw   Tropical, savannah",2015,12.197,0.139,0,15.4,2.4,10.9,2.7,30.6,1.8,0.315,0.279,0.203,0.002,0.219,0.211,0.185,0.197,82.2,1408.6,38.2,960.9,87,256.8,1.6,0,0,0.8,28.7,0,52.4,89.3,39,34.7,27.2,61.2,,none,,,,,Low,Low,Low,Low,None,Low,No,1831.1,1696,277.2,None
1063672,Mozambique,NAMPULA,MOSSURIL,LUNGA,Lunga,Low Density Rural,0.528,0.499,180.559,183,366,13821,221,221,22.327,98.639,0,0.2,likely electrified,99,3,1.946,0.974,-0.5,,North-Central Coastal Fishing,0,156,103,24.8,1.1,7592,22,79,959,0.52,"Aw   Tropical, savannah",2020,1.267,0.027,0,15.8,2.1,10.7,2.5,30.4,1.5,0.333,0.291,0.216,0,0.227,0.217,0.19,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Medium,Low,Low,None,Low,No,0,0,0,None
1063684,Mozambique,NAMPULA,MOSSURIL,LUNGA,Lunga,Low Density Rural,0.699,0.661,236.295,246,372,15045,202,202,24.068,97.032,0,0.2,likely electrified,99,3,2.542,0.972,-0.3,,North-Central Coastal Fishing,0,156,110,24.7,1.1,7556,91,77,1029,0.52,"Aw   Tropical, savannah",2023,16.829,0.465,0,14.6,2,10.6,2.4,30.4,1.4,0.339,0.295,0.221,0.004,0.23,0.219,0.192,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Medium,Low,Low,None,Low,No,0,0,0,None
1065784,Mozambique,NAMPULA,MEMBA,MAZUA,Chipene,Low Density Rural,0.188,0.18,170.591,171,951,16608,134,134,54.147,10.234,0,0.2,likely electrified,99,3,1.834,0.972,-0.5,,North-Central Coastal Fishing,0,127,134,24.4,1.1,7446,161,76,1185,0.48,"Aw   Tropical, savannah",2022,8.684,0.623,0,19.2,2.6,11.8,2.8,31.5,2.6,0.274,0.259,0.222,0.005,0.189,0.194,0.187,0.182,16,202.2,19,265.9,66.2,44.5,0.4,0,0,7.5,16.6,0,23.3,57,42,7.2,16.3,41.7,,none,,,,,Medium,Low,Low,Low,None,Low,No,310.5,322.4,188.7,None
1065798,Mozambique,NAMPULA,MEMBA,LURIO,Chipene,Low Density Rural,0.224,0.215,186.986,187,869,14145,130,130,53.019,11.699,0,0.2,likely electrified,99,3,2.009,0.971,-0.5,,North-Central Coastal Fishing,0,127,136,24.5,1.1,7482,161,76,1185,0.48,"Aw   Tropical, savannah",2024,10.291,0.193,0,17.8,2.8,12,3,31.7,2.8,0.261,0.249,0.212,0.002,0.183,0.189,0.183,0.177,16,202.2,19,265.9,66.2,44.5,0.4,0,0,7.5,16.6,0,23.3,57,42,7.2,16.3,41.7,,none,,,,,Low,Low,Low,Low,None,Low,No,310.5,322.4,188.7,None
1065811,Mozambique,NAMPULA,MEMBA,CHIPENE,Chipene,Low Density Rural,0.232,0.222,147.692,148,666,16066,122,122,52.64,10.867,0,0.2,likely electrified,99,3,1.589,0.972,-0.6,,"Northeastern Cassava, Cashew, and Coconut",0,127,163,24.3,1.1,7410,161,76,1185,0.48,"Aw   Tropical, savannah",2021,18.944,0.93,0,18.8,2.8,12,3,31.7,2.8,0.261,0.25,0.218,0.008,0.182,0.189,0.185,0.177,16,202.2,19,265.9,66.2,44.5,0.4,0,0,7.5,16.6,0,23.3,57,42,7.2,16.3,41.7,,none,,,,,Medium,Low,Low,Low,None,Low,No,310.5,322.4,188.7,None
1065874,Mozambique,NAMPULA,MEMBA,CHIPENE,Chipene,Rural Clusters,0.638,0.612,664.74,665,1087,18246,494,494,45.367,13.352,0,0.2,likely electrified,99,8,41.852,0.91,-0.3,,"Northeastern Cassava, Cashew, and Coconut",4,127,132,24.5,1.1,7482,161,76,1185,0.49,"Aw   Tropical, savannah",2013,38.554,0.71,0,17.4,2,11.9,2.9,31.6,2.7,0.283,0.261,0.226,0.007,0.198,0.198,0.192,0.188,17.7,209.4,20,283.9,63.5,45.3,0.4,0,0,7.5,10.1,0,23.7,54.1,44.1,8,16.3,45.8,,none,,,,,Medium,Low,Low,Low,None,Low,No,314.1,329.6,186,None
1065888,Mozambique,NAMPULA,MEMBA,LURIO,Chipene,Rural Clusters,0.622,0.596,667.087,667,1118,11525,556,556,39.628,7.796,0,0.2,likely electrified,99,8,41.999,0.899,-0.6,,North-Central Coastal Fishing,0,127,57,25.1,1.1,7702,161,76,1185,0.48,"Aw   Tropical, savannah",2036,16.176,0.889,0,12.9,1.8,12.1,3.1,31.8,2.9,0.279,0.253,0.203,0.008,0.209,0.208,0.193,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1065889,Mozambique,NAMPULA,MEMBA,CHIPENE,Lurio,Low Density Rural,0.171,0.164,191.624,192,1172,17583,148,148,41.146,9.444,0,0.2,likely electrified,99,3,2.068,0.975,-0.6,,"Northeastern Cassava, Cashew, and Coconut",0,127,78,24.8,1.1,7592,161,76,1185,0.49,"Aw   Tropical, savannah",2015,44.574,1.956,0,17.6,2.3,12.5,3.5,32.3,3.3,0.251,0.236,0.218,0.017,0.193,0.197,0.199,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Low,Low,Low,None,Low,No,0,0,0,None
1065899,Mozambique,NAMPULA,MEMBA,CHIPENE,Lurio,Rural Clusters,1.027,0.986,1344.278,1344,1363,13088,1407,1407,38.087,6.075,0,0.2,likely electrified,99,8,84.635,0.864,-0.6,,"Northeastern Cassava, Cashew, and Coconut",0,127,64,25,1.1,7665,161,76,1185,0.48,"Aw   Tropical, savannah",2030,129.99,3.7,0,13.6,1.8,12.1,3.1,31.8,2.9,0.279,0.253,0.208,0.034,0.221,0.219,0.206,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1065955,Mozambique,NAMPULA,MEMBA,LURIO,Lurio,Low Density Rural,0.281,0.269,217.518,218,809,16816,191,191,33.943,5.521,0,0.2,likely electrified,99,3,2.345,0.974,-0.5,,North-Central Coastal Fishing,0,127,134,24.5,1.1,7482,161,76,1185,0.49,"Aw   Tropical, savannah",2020,122.361,2.222,0,17.3,2.6,13.1,4.2,32.8,4,0.222,0.212,0.209,0.022,0.173,0.18,0.191,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1065975,Mozambique,NAMPULA,MEMBA,LURIO,Lurio,Low Density Rural,0.208,0.2,320.17,320,1600,17455,328,328,29.442,8.251,0,0.2,likely electrified,99,3,3.441,0.971,-0.6,,North-Central Coastal Fishing,0,125,96,24.8,1.1,7592,149,76,1137,0.49,"Aw   Tropical, savannah",2024,67.915,0.78,0,16.2,1.5,12.1,3.4,31.8,3.2,0.28,0.251,0.219,0.009,0.204,0.201,0.196,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Low,Low,Low,None,Low,No,0,0,0,None
1065978,Mozambique,NAMPULA,MEMBA,LURIO,Lurio,Low Density Rural,0.119,0.114,162.128,162,1424,15537,117,117,28.351,7.951,0,0.2,likely electrified,99,3,1.735,0.967,,,North-Central Coastal Fishing,0,123,83,24.9,1.1,7628,149,76,1137,0.49,"Aw   Tropical, savannah",2030,62.529,1.513,0.1,14.9,1.5,12.1,3.4,31.9,3.2,0.28,0.25,0.213,0.014,0.209,0.205,0.197,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1066047,Mozambique,CABO DELGADO,CHIURE,MAZEZE,Mazeze,Low Density Rural,0.221,0.213,179.097,179,841,50765,234,234,18.594,25.278,0,0.2,likely electrified,99,3,1.966,0.97,-0.3,0.3,North-Central Coastal Fishing,0,123,44,25.2,1.1,7738,149,76,1137,0.49,"Aw   Tropical, savannah",2024,248.961,4.395,0.3,18.8,1.2,12.2,3.7,32,3.5,0.279,0.259,0.321,0.043,0.23,0.231,0.267,0.236,0,1595.1,25.1,744.3,122.9,1192.9,2.1,0,0,95.1,56.6,0,27,63.2,40.6,23.1,21.2,66.4,,none,,,,,Medium,Low,Low,Low,None,Low,No,2968.8,1731.7,271,None
1066507,Mozambique,CABO DELGADO,MOCIMBOA DA PRAIA,MOCIMBOA DA PRAIA,Mocimboa da Praia-Sede,Low Density Rural,0.167,0.163,83.12,83,507,122030,118,118,49.94,110.725,0,0.2,likely electrified,99,3,0.915,0.972,-0.6,0.45,North-Central Coastal Fishing,37,82,79,25.3,1,7774,60,77,1011,0.62,"Aw   Tropical, savannah",2022,17.301,0.154,0,15.7,1.1,16.7,7,36.5,8.4,0.12,0.154,0.515,0.002,0.126,0.158,0.34,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,High,Low,Low,Low,None,Low,No,0,0,0,None
1066511,Mozambique,CABO DELGADO,PALMA,OLUMBI,Mocimboa da Praia-Sede,Low Density Rural,0.451,0.441,168.238,168,381,35790,407,407,53.561,113.302,0,0.2,likely electrified,99,3,1.846,0.97,-0.3,0.45,North-Central Coastal Fishing,36,82,77,25.3,1,7774,60,77,1011,0.63,"Aw   Tropical, savannah",2027,39.611,0.819,0,15.6,1,16.7,7.1,36.6,8.4,0.12,0.127,0.241,0.008,0.129,0.146,0.215,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Low,Low,Low,None,Low,No,0,0,0,None
1066514,Mozambique,CABO DELGADO,PALMA,OLUMBI,Palma,Low Density Rural,0.418,0.409,149.143,149,364,3019,181,181,57,113.743,0,0.2,likely electrified,99,3,1.644,0.974,-0.4,0.45,North-Central Coastal Fishing,15,77,86,25.3,1,7774,60,77,1011,0.63,"Aw   Tropical, savannah",2019,39.397,0.377,0,19.2,0.9,16.9,7.2,36.7,8.5,0.118,0.115,0.136,0.004,0.126,0.138,0.164,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1066519,Mozambique,CABO DELGADO,PALMA,OLUMBI,Palma,Low Density Rural,0.197,0.193,50.521,50,258,4686,117,117,60.038,114.397,0,0.2,likely electrified,99,3,0.557,0.975,-0.6,0.45,North-Central Coastal Fishing,6,77,86,25.3,1,7774,106,76,1023,0.63,"Aw   Tropical, savannah",2016,10.377,0.044,0,19.2,0.8,16.9,7.2,36.7,8.6,0.118,0.116,0.142,0.001,0.125,0.137,0.166,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1068744,Mozambique,NAMPULA,MEMBA,LURIO,Lurio,Low Density Rural,0.299,0.286,294.79,295,1030,8327,219,219,39.434,8.113,0,0.2,likely electrified,99,3,3.134,0.961,-0.5,,North-Central Coastal Fishing,0,127,46,25.1,1.1,7702,161,76,1185,0.47,"Aw   Tropical, savannah",2044,10.768,0.435,0,11.2,2.2,12.5,3.5,32.2,3.2,0.256,0.235,0.189,0.004,0.195,0.196,0.185,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1069474,Mozambique,CABO DELGADO,QUISSANGA,MAHATE,Mahate,Low Density Rural,0.247,0.239,354.648,355,1484,7174,355,355,30.567,102.202,0,0.2,likely electrified,99,3,3.842,0.957,,0.65,North-Central Coastal Fishing,47,108,91,25,1,7665,123,77,1110,0.51,"Aw   Tropical, savannah",2051,137.814,1.255,0,15.5,1.7,13.5,5.1,33.2,5.1,0.213,0.191,0.17,0.015,0.175,0.177,0.179,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1069482,Mozambique,CABO DELGADO,QUISSANGA,MAHATE,Mahate,Low Density Rural,0.313,0.303,388.13,388,1282,4342,344,344,33.572,105.503,0,0.2,likely electrified,99,8,23.314,0.921,-0.3,0.65,North-Central Coastal Fishing,47,108,97,25,1,7665,123,77,1110,0.51,"Aw   Tropical, savannah",2059,312.221,3.407,0,10.8,1.3,13.1,4.7,32.8,4.7,0.236,0.205,0.165,0.038,0.2,0.196,0.188,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1069876,Mozambique,CABO DELGADO,PALMA,OLUMBI,Palma,Rural Clusters,1.325,1.297,685.345,685,528,4206,887,887,71.942,121.436,0.558,0.3,likely electrified,1,1,14.708,0.1,-0.4,0.45,North-Central Coastal Fishing,20,77,88,25.2,1,7738,153,75,1034,0.65,"Aw   Tropical, savannah",2010,56.405,0.27,0,14.2,0.6,17.1,7.4,36.9,8.8,0.116,0.112,0.138,0.004,0.123,0.134,0.163,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1069885,Mozambique,CABO DELGADO,PALMA,PALMA,Palma,Low Density Rural,0.401,0.393,168.715,169,429,11545,202,202,81.228,126.366,0,0.2,likely electrified,99,3,1.866,0.977,-0.6,0.45,North-Central Coastal Fishing,24,77,90,25.2,1,7738,153,75,1034,0.66,"Aw   Tropical, savannah",2012,5.865,0.056,0,12.3,0.4,17.4,7.7,37.2,9,0.112,0.108,0.158,0.001,0.119,0.131,0.171,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Low,Low,Low,None,Low,No,0,0,0,None
1069888,Mozambique,CABO DELGADO,PALMA,PALMA,Palma,Low Density Rural,1.017,0.997,428.837,429,430,50076,693,693,83.372,127.904,0,0.3,likely electrified,1,1,9.203,0.1,-0.6,0.45,North-Central Coastal Fishing,16,77,88,25.2,1,7738,153,75,1034,0.66,"Aw   Tropical, savannah",2015,40.172,0.414,0,10.3,0.3,17.3,7.7,37.2,9,0.114,0.12,0.28,0.005,0.122,0.139,0.23,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Low,Low,Low,None,Low,No,0,0,0,None
4,Mozambique,GAZA,CHICUALACUALA,PAFURI,Pafuri,Low Density Rural,0.521,0.445,88.127,88,197,1902,144,144,258.089,14.029,0,0.2,likely electrified,99,3,0.997,1.022,,,Limpopo and Elephant Rivers Mixed Cropping,0,66,210,24.3,1.5,7410,178,57,496,0.22,"BSh  Arid, steppe, hot",1926,72.323,0.329,0.4,363.7,1.5,9.2,9.1,9.2,1.5,0.573,0.381,0.114,0.005,0.347,0.255,0.135,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,High,Very High,Medium,None,Medium,No,0,0,0,None
147,Mozambique,TETE,MAGOE,MUKUMBURA,Mucumbura,Low Density Rural,0.578,0.533,197.452,206,386,27442,174,174,222.448,82.308,0,0.2,likely electrified,99,3,2.065,0.924,-0.7,0.15,Central Semiarid Cotton and Minerals,0,29,412,26.2,1.5,8103,206,53,681,0.36,"BSh  Arid, steppe, hot",2126,214.524,11.356,0,537.8,3.8,6.2,11.8,27,6.4,0.297,0.167,0.169,0.098,0.291,0.234,0.241,0.25,0,3.7,24.7,0,0,405,0.3,0,0,0,89.1,1.3,12.4,2.8,0.6,0,9.4,2.1,,none,,,,,Low,Low,Low,Medium,None,Medium,No,510.5,28.6,14.1,None
324,Mozambique,TETE,MAGOE,MUKUMBURA,Mucumbura,Low Density Rural,0.645,0.596,274.085,274,459,19514,238,238,229.197,66.144,0,0.2,likely electrified,99,3,2.894,0.933,-0.3,0.15,Central Semiarid Cotton and Minerals,0,29,372,26.4,1.5,8176,242,54,719,0.36,"BSh  Arid, steppe, hot",2106,364.397,11.352,0,554.2,4.2,6.5,12.2,27.3,6.7,0.276,0.152,0.14,0.103,0.287,0.233,0.234,0.245,0,8.4,26.4,0,0,2565,1.6,0,0,0,282.8,31.9,9.2,17.1,3.8,0,33.7,11.8,,none,,,,,Low,Low,Low,Medium,None,Medium,No,2867,70,86.5,None
2535,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.293,0.274,225.043,225,821,5036,209,209,197.245,21.194,0,0.2,likely electrified,99,3,2.456,0.964,-0.6,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,23,849,22.6,1.2,6789,83,62,838,0.52,"Cwa  Temperate, dry winter, hot summer",2036,480.298,33.987,0,645.5,4.6,5.4,11.7,26.8,5.5,0.31,0.166,0.099,0.287,0.319,0.253,0.227,0.261,0,184.5,19.6,0,1.5,874,0.4,0,705.3,14,35,0,117.4,43.2,40.7,4.8,17.1,53.2,,none,,,,,Low,Low,Low,Medium,None,Medium,No,1930.6,1072.7,107.3,None
2576,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.522,0.487,385.747,386,792,7452,466,466,199.416,19.875,0,0.2,likely electrified,99,8,24.826,1.004,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,23,844,22.7,1.2,6826,83,62,838,0.52,"Cwa  Temperate, dry winter, hot summer",2037,246.654,32.625,0,648.7,4.9,5.7,12,27.1,5.8,0.291,0.156,0.104,0.268,0.301,0.24,0.222,0.249,0,184.5,19.6,0,1.5,874,0.4,0,705.3,14,35,0,117.4,43.2,40.7,4.8,17.1,53.2,,none,,,,,Low,Low,Low,Medium,None,Medium,No,1930.6,1072.7,107.3,None
2590,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.102,0.095,68.471,68,715,7214,105,105,198.875,20.731,0,0.2,likely electrified,99,3,0.747,0.964,-0.6,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,23,854,22.6,1.2,6789,83,62,838,0.52,"Cwa  Temperate, dry winter, hot summer",2035,71.921,32.886,0,648.8,5.1,5.9,12.2,27.3,6,0.278,0.149,0.101,0.264,0.29,0.233,0.217,0.24,0,184.5,19.6,0,1.5,874,0.4,0,705.3,14,35,0,117.4,43.2,40.7,4.8,17.1,53.2,,none,,,,,Low,Low,Low,Medium,None,Medium,No,1930.6,1072.7,107.3,None
2610,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.542,0.506,341.406,341,674,7318,410,410,198.347,21.632,0,0.2,likely electrified,99,3,3.731,0.966,-0.6,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,23,855,22.6,1.2,6789,83,62,838,0.53,"Cwa  Temperate, dry winter, hot summer",2033,345.865,37.495,0,649.1,5.3,6.1,12.4,27.5,6.2,0.265,0.142,0.1,0.31,0.307,0.253,0.238,0.261,0,184.5,19.6,0,1.5,874,0.4,0,705.3,14,35,0,117.4,43.2,40.7,4.8,17.1,53.2,,none,,,,,Low,Low,Low,Medium,None,Medium,No,1930.6,1072.7,107.3,None
2669,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.255,0.238,151.232,151,633,6211,154,154,195.098,26.124,0,0.2,likely electrified,99,3,1.657,0.968,-0.6,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,22,865,22.6,1.2,6789,83,62,838,0.55,"Cwa  Temperate, dry winter, hot summer",2028,550.957,36.62,0,648.7,5.4,6.1,12.4,27.5,6.2,0.263,0.141,0.096,0.31,0.306,0.253,0.236,0.26,0,331.7,56,0,2.2,4277.2,6.2,0,1699.5,23.3,116.7,0,418.6,96.5,75.2,23.2,45.2,137.7,,none,,,,,Low,Low,Low,Medium,None,Medium,No,6873.2,2620.9,242.3,None
2987,Mozambique,TETE,ZUMBU,MUZE,Muze,Low Density Rural,0.307,0.287,86.786,87,303,13442,262,262,209.691,27.697,0,0.2,likely electrified,99,3,0.943,0.96,-0.5,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,946,22.2,1.2,6643,75,62,890,0.57,"Cwa  Temperate, dry winter, hot summer",2047,410.276,34.822,0,667.8,5.6,6.4,12.6,27.8,6.4,0.249,0.136,0.117,0.291,0.28,0.231,0.229,0.241,0,184,48.7,0,0.9,4031.5,7.3,0,1135.1,20.3,99.5,0,381.6,64.3,46.4,23.7,35,103.4,,none,,,,,Low,Low,Low,Medium,None,Medium,No,5859.3,1831,170.3,None
